Player Name,Instant Price,Rating,Club,Position,Nation,League,Skills,Weak Foot,Preferred Foot,Height,Weight,Revision,Defensive Workrate,Attacking Workrate,Added On,Origin,Games PS4,Games Xbox 1,Total Games,Goals Avr. PS4,Goals Avr. Xbox 1,Assists Avr. PS4,Assists Avr. Xbox 1,Yellow Avr. PS4,Yellow Avr. Xbox 1,Red Avr. PS4,Red Avr. Xbox 1,Date of Birth
Fornaroli,400,76,Melbourne City,ST,Uruguay,Hyundai A-League,4 ,4 ,Right ,174,68 ,Normal,Med,Med,2016-09-21,N\A,740,505,1245,0.49,0.44,0.34,0.24,0.01,0.02,0,0,07-09-1987
McCarthy,900,76,Southampton,GK,England,Premier League,1 ,2 ,Right ,193,79 ,Normal,Med,Med,2016-09-21,N\A,"6,342","3,448",9790,0.01,0.01,0.01,0,0,0,0,0,03-12-1989
Oczipka,500,76,Eint. Frankfurt,LB,Germany,Bundesliga,2 ,2 ,Left ,185,87 ,Normal,Med,High,2016-09-21,N\A,"3,540","2,259",5799,0.02,0.02,0.06,0.05,0.05,0.04,0.01,0.01,12-01-1989
Latza,500,76,1. FSV Mainz 05,CM,Germany,Bundesliga,2 ,4 ,Right ,179,76 ,Normal,High,High,2016-09-21,N\A,"1,934",886,2820,0.13,0.12,0.17,0.17,0.04,0.04,0,0.01,07-12-1989
Souza,700,76,Fenerbahçe SK,CM,Brazil,Süper Lig,2 ,4 ,Right ,188,80 ,Normal,Med,Med,2016-09-21,N\A,"5,222","2,438",7660,0.11,0.1,0.15,0.15,0.04,0.03,0,0,11-02-1989
Santon,550,76,Inter,RB,Italy,Calcio A,3 ,3 ,Right ,186,83 ,Normal,Med,High,2016-09-21,N\A,"10,868","6,227",17095,0.02,0.01,0.04,0.04,0.04,0.04,0.01,0.01,02-01-1991
Bamba Anderson,2000,76,Eint. Frankfurt,CB,Brazil,Bundesliga,2 ,3 ,Right ,189,86 ,Normal,Med,Med,2016-09-21,N\A,"3,041","1,058",4099,0.01,0.02,0.02,0.02,0.09,0.09,0.02,0.01,10-01-1988
Sahan,3000,76,Beşiktaş JK,LM,Turkey,Süper Lig,3 ,4 ,Right ,179,71 ,Normal,High,High,2016-09-21,N\A,"2,270",292,2562,0.12,0.14,0.13,0.18,0.04,0.03,0,0,26-05-1987
Victor Sánchez,4000,76,RCD Espanyol,CDM,Spain,LaLiga Santander ,3 ,3 ,Right ,174,72 ,Normal,Med,Med,2016-09-21,N\A,"2,007",602,2609,0.13,0.07,0.17,0.16,0.05,0.05,0,0.01,08-09-1987
Cresswell,1100,76,West Ham,LB,England,Premier League,2 ,3 ,Left ,170,66 ,Normal,Med,High,2016-09-21,N\A,"14,351","8,996",23347,0.02,0.01,0.06,0.05,0.05,0.04,0.01,0.01,15-12-1989
Skorupski,600,76,Empoli,GK,Poland,Calcio A,1 ,2 ,Right ,187,84 ,Normal,Med,Med,2016-09-21,N\A,"2,021","1,113",3134,0,0,0,0,0,0,0,0,05-05-1991
Seleznyov,2400,76,FC Shakhtar,ST,Ukraine,Ukrayina Liha,3 ,3 ,Right ,187,87 ,Normal,Low,Med,2016-09-21,N\A,"1,345",570,1915,0.3,0.28,0.2,0.17,0.01,0.01,0,0,20-07-1985
Salibur,700,76,EA Guingamp,RM,France,Ligue 1,4 ,4 ,Left ,177,76 ,Normal,Med,High,2016-09-21,N\A,"12,770","5,180",17950,0.12,0.13,0.15,0.16,0.02,0.02,0,0,24-01-1991
Fernandão,750,76,Fenerbahçe SK,ST,Brazil,Süper Lig,3 ,3 ,Right ,192,102 ,Normal,Low,Low,2016-09-21,N\A,804,552,1356,0.42,0.44,0.23,0.26,0.02,0.01,0,0,27-03-1987
Kabasele,1200,76,Watford,CB,Belgium,Premier League,2 ,3 ,Right ,187,84 ,Normal,High,Low,2016-09-21,N\A,"167,346","111,513",278859,0.02,0.02,0.01,0.02,0.08,0.08,0.01,0.01,24-02-1991
Henriksen,750,76,Hull City,CAM,Norway,Premier League,3 ,3 ,Right ,187,80 ,Normal,High,High,2016-09-21,N\A,"3,294","2,492",5786,0.26,0.27,0.28,0.27,0.03,0.03,0,0,25-07-1992
Caruzzo,500,76,San Lorenzo,CB,Argentina,Primera División,2 ,3 ,Right ,185,80 ,Normal,Med,Low,2016-09-21,N\A,"1,036",343,1379,0.01,0.01,0.01,0.02,0.09,0.09,0.01,0.03,15-08-1984
Kweuke,400,76,Çaykur Rizespor,ST,Cameroon,Süper Lig,3 ,3 ,Right ,189,94 ,Normal,Low,High,2016-09-21,N\A,829,322,1151,0.51,0.48,0.22,0.25,0.01,0.01,0,0,12-07-1987
Maroh,400,76,1. FC Köln,CB,Slovenia,Bundesliga,2 ,2 ,Right ,186,85 ,Normal,Med,Med,2016-09-21,N\A,"1,169",516,1685,0.02,0.02,0.02,0.01,0.07,0.07,0.01,0.01,04-03-1987
Antonio,1000,76,West Ham,RM,England,Premier League,4 ,4 ,Right ,180,79 ,Normal,High,High,2016-09-21,N\A,"89,575","69,173",158748,0.15,0.18,0.16,0.16,0.03,0.02,0,0,28-03-1990
Groß,450,76,FC Ingolstadt,CM,Germany,Bundesliga,3 ,4 ,Right ,181,76 ,Normal,Med,High,2016-09-21,N\A,"1,543",643,2186,0.16,0.16,0.19,0.19,0.05,0.04,0,0,15-06-1991
Rincón,5500,76,Genoa,CM,Venezuela,Calcio A,2 ,3 ,Right ,175,75 ,Normal,High,Med,2016-09-21,N\A,"5,160","1,313",6473,0.12,0.09,0.14,0.15,0.05,0.03,0,0.01,13-01-1988
Morales,1800,76,Whitecaps FC,CAM,Chile,MLS,4 ,3 ,Right ,180,77 ,Normal,Med,Med,2016-09-21,N\A,"1,508",666,2174,0.2,0.16,0.2,0.15,0.03,0.02,0,0,25-05-1985
Schennikov,400,76,CSKA Moskva,LB,Russia,Russian League,2 ,3 ,Left ,180,75 ,Normal,Med,Med,2016-09-21,N\A,"1,030",506,1536,0.02,0.01,0.05,0.03,0.04,0.04,0.01,0,27-04-1991
Aquino,700,76,Tigres,LM,Mexico,LIGA Bancomer MX,4 ,4 ,Right ,168,62 ,Normal,Med,High,2016-09-21,N\A,"2,686","3,799",6485,0.12,0.13,0.15,0.17,0.03,0.03,0,0,11-02-1990
Narsingh,1100,76,PSV,RW,Netherlands,Eredivisie,4 ,3 ,Right ,175,75 ,Normal,Low,Med,2016-09-21,N\A,"38,014","10,019",48033,0.2,0.22,0.23,0.24,0.02,0.02,0,0,13-09-1990
Júnior Caiçara,1800,76,FC Schalke 04,RB,Brazil,Bundesliga,3 ,4 ,Right ,173,70 ,Normal,Med,High,2016-09-21,N\A,"54,758","21,730",76488,0.03,0.03,0.04,0.04,0.04,0.04,0.01,0.01,27-04-1989
Juan Villar,700,76,Real Valladolid,RW,Spain,Liga Adelante,3 ,4 ,Right ,183,76 ,Normal,Med,High,2016-09-21,N\A,"2,080",916,2996,0.23,0.24,0.2,0.21,0.02,0.02,0,0.01,19-05-1988
Miguel Rosa,400,76,Belenenses,LM,Portugal,LIGA NOS,3 ,3 ,Right ,176,70 ,Normal,Med,High,2016-09-21,N\A,977,192,1169,0.12,0.14,0.18,0.16,0.03,0.02,0,0,13-01-1989
Vogt,800,76,1899 Hoffenheim,CDM,Germany,Bundesliga,2 ,3 ,Right ,194,85 ,Normal,Med,Med,2016-09-21,N\A,"3,274","1,338",4612,0.1,0.08,0.12,0.11,0.07,0.06,0.01,0.01,23-09-1991
Marc Muniesa,950,76,Stoke City,CB,Spain,Premier League,2 ,3 ,Left ,179,72 ,Normal,Med,Med,2016-09-21,N\A,"3,704","3,254",6958,0.01,0.01,0.02,0.02,0.07,0.06,0.01,0.01,27-03-1992
Zeegelaar,900,76,Sporting CP,LB,Netherlands,LIGA NOS,3 ,3 ,Left ,186,82 ,Normal,Med,High,2016-09-21,N\A,"4,926","1,493",6419,0.02,0.01,0.04,0.03,0.05,0.02,0.01,0,12-08-1990
Clemens,750,76,1. FSV Mainz 05,RM,Germany,Bundesliga,3 ,4 ,Right ,179,80 ,Normal,Med,Med,2016-09-21,N\A,"4,689","1,095",5784,0.14,0.13,0.15,0.14,0.03,0.03,0,0,04-08-1991
Herrerín,2400,76,Athletic Bilbao,GK,Spain,LaLiga Santander ,1 ,3 ,Right ,187,90 ,Normal,Med,Med,2016-09-21,N\A,"2,199",532,2731,0,0.01,0,0,0,0,0,0,25-01-1988
Seferovic,1200,76,Eint. Frankfurt,ST,Switzerland,Bundesliga,3 ,2 ,Left ,185,85 ,Normal,High,High,2016-09-21,N\A,"1,752",875,2627,0.53,0.45,0.32,0.3,0.03,0.02,0,0,22-02-1992
Schmiedebach,400,76,Hannover 96,CDM,Germany,Bundesliga 2,3 ,4 ,Right ,171,70 ,Normal,High,High,2016-09-21,N\A,"2,472",513,2985,0.16,0.09,0.15,0.17,0.03,0.06,0,0.01,05-12-1988
Gueye,2800,76,Everton,CM,Senegal,Premier League,2 ,3 ,Right ,174,72 ,Normal,High,Med,2016-09-21,N\A,"62,604","34,461",97065,0.1,0.1,0.15,0.15,0.04,0.04,0,0,26-09-1989
Sakho,550,76,West Ham,ST,Senegal,Premier League,3 ,3 ,Right ,184,79 ,Normal,Med,High,2016-09-21,N\A,"4,947","2,491",7438,0.59,0.53,0.33,0.31,0.02,0.02,0,0,24-12-1989
Fontanello,4900,76,FC Ural,CB,Argentina,Russian League,2 ,4 ,Right ,193,84 ,Normal,Med,Med,2016-09-21,N\A,865,510,1375,0.02,0.02,0.01,0.03,0.07,0.09,0.02,0.02,26-09-1984
Bardi,400,76,Frosinone,GK,Italy,Calcio B,1 ,1 ,Right ,188,80 ,Normal,Med,Med,2016-09-21,N\A,"1,849",616,2465,0,0.01,0.01,0,0.01,0.01,0,0,18-01-1992
Ðuricic,450,76,Sampdoria,CAM,Serbia,Calcio A,4 ,4 ,Right ,181,72 ,Normal,Low,Med,2016-09-21,N\A,"1,710",931,2641,0.22,0.27,0.22,0.3,0.02,0.04,0,0,30-01-1992
Colback,400,76,Newcastle Utd,CDM,England,EFL Championship,2 ,3 ,Left ,176,70 ,Normal,High,Med,2016-09-21,N\A,"2,533","1,074",3607,0.15,0.08,0.15,0.13,0.03,0.07,0,0.01,24-10-1989
Roger,500,76,FC Ingolstadt,CDM,Brazil,Bundesliga,3 ,3 ,Right ,184,86 ,Normal,High,Low,2016-09-21,N\A,842,440,1282,0.07,0.05,0.1,0.08,0.05,0.04,0,0,10-08-1985
Pelé,2500,76,SL Benfica,CDM,Portugal,LIGA NOS,2 ,3 ,Right ,182,77 ,Normal,Med,Med,2016-09-21,N\A,"3,364","1,000",4364,0.1,0.12,0.14,0.14,0.04,0.04,0,0.01,29-09-1991
Jansson,400,76,Leeds United,CB,Sweden,EFL Championship,2 ,3 ,Right ,194,89 ,Normal,Med,Med,2016-09-21,N\A,"1,984","1,564",3548,0.03,0.02,0.04,0.02,0.08,0.13,0.01,0.02,13-02-1991
Tomovic,700,76,Fiorentina,CB,Serbia,Calcio A,2 ,2 ,Right ,184,79 ,Normal,Med,High,2016-09-21,N\A,"2,201",931,3132,0.01,0,0.02,0.02,0.06,0.08,0.01,0.01,30-08-1987
Laguardia,500,76,Deport. Alavés,CB,Spain,LaLiga Santander ,2 ,3 ,Right ,185,75 ,Normal,Med,Med,2016-09-21,N\A,"1,681","1,094",2775,0.02,0.02,0.01,0.01,0.07,0.06,0.02,0.02,05-11-1989
Hamid,400,76,D.C. United,GK,United States,MLS,1 ,2 ,Right ,191,102 ,Normal,Med,Med,2016-09-21,N\A,"2,000",883,2883,0.01,0.01,0.01,0.01,0,0,0,0,25-11-1990
Vukovic,400,76,Konyaspor,CB,Serbia,Süper Lig,2 ,2 ,Left ,194,82 ,Normal,Med,Med,2016-09-21,N\A,604,305,909,0.03,0,0.06,0,0.04,0.02,0.01,0.01,10-06-1988
Mooy,500,76,Huddersfield,CM,Australia,EFL Championship,3 ,3 ,Right ,174,68 ,Normal,Med,Med,2016-09-21,N\A,"1,247","1,081",2328,0.14,0.13,0.19,0.2,0.04,0.04,0,0,15-09-1990
Del Valle,400,76,Bursaspor,LM,Venezuela,Süper Lig,3 ,4 ,Right ,173,75 ,Normal,Med,High,2016-09-21,N\A,952,394,1346,0.11,0.14,0.14,0.15,0.02,0.02,0,0,28-05-1990
Héldon,400,76,Rio Ave FC,LW,Cape Verde Islands,LIGA NOS,4 ,3 ,Right ,174,68 ,Normal,Low,High,2016-09-21,N\A,"1,092",420,1512,0.21,0.24,0.19,0.17,0.01,0.02,0,0.01,14-11-1988
Wilson,900,76,Bournemouth,ST,England,Premier League,3 ,3 ,Right ,180,66 ,Normal,Med,High,2016-09-21,N\A,"71,675","103,819",175494,0.58,0.59,0.3,0.3,0.02,0.02,0,0,27-02-1992
Babacar,500,76,Fiorentina,ST,Senegal,Calcio A,3 ,4 ,Right ,185,76 ,Normal,Med,Med,2016-09-21,N\A,"1,672",535,2207,0.49,0.49,0.27,0.33,0.02,0.02,0,0,17-03-1993
Wiedwald,400,76,Werder Bremen,GK,Germany,Bundesliga,1 ,2 ,Right ,190,82 ,Normal,Med,Med,2016-09-21,N\A,"2,677","1,032",3709,0,0,0,0,0,0,0,0,15-03-1990
Martin,700,76,Real Betis,CM,France,LaLiga Santander ,3 ,4 ,Right ,184,76 ,Normal,Med,High,2016-09-21,N\A,"6,290","3,209",9499,0.13,0.12,0.15,0.14,0.03,0.03,0,0,09-04-1990
Arribas,500,76,RC Deportivo,CB,Spain,LaLiga Santander ,2 ,2 ,Right ,182,74 ,Normal,Med,Med,2016-09-21,N\A,"1,537",590,2127,0.02,0.03,0.02,0.02,0.08,0.08,0.01,0.02,01-05-1989
Kasami,1900,76,Nott'm Forest,CM,Switzerland,EFL Championship,3 ,4 ,Left ,188,70 ,Normal,Med,Med,2016-09-21,N\A,783,529,1312,0.13,0.2,0.15,0.26,0.05,0.05,0,0,02-06-1992
Lejeune,850,76,SD Eibar,CB,France,LaLiga Santander ,2 ,3 ,Right ,188,81 ,Normal,High,Med,2016-09-21,N\A,"1,772",750,2522,0.01,0.01,0.02,0.02,0.07,0.06,0.01,0.01,20-05-1991
Ximo Navarro,700,76,UD Almería,CB,Spain,Liga Adelante,2 ,3 ,Right ,178,71 ,Normal,Med,Med,2016-09-21,N\A,"10,999","5,413",16412,0.03,0.02,0.03,0.02,0.06,0.08,0.01,0.02,23-01-1990
Sérgio Oliveira,2600,76,FC Porto,CM,Portugal,LIGA NOS,4 ,3 ,Right ,181,72 ,Normal,Med,Med,2016-09-21,N\A,"2,439",841,3280,0.17,0.12,0.16,0.13,0.04,0.03,0,0,02-06-1992
Funes Mori,500,76,Monterrey,ST,Argentina,LIGA Bancomer MX,3 ,4 ,Right ,184,81 ,Normal,High,High,2016-09-21,N\A,"2,146","1,746",3892,0.53,0.52,0.28,0.31,0.02,0.01,0,0,05-03-1991
Castaignos,500,76,Sporting CP,ST,Netherlands,LIGA NOS,3 ,2 ,Right ,188,78 ,Normal,Med,High,2016-09-21,N\A,990,458,1448,0.53,0.52,0.29,0.33,0.03,0.01,0,0,27-09-1992
Jordi Amat,1200,76,Swansea City,CB,Spain,Premier League,2 ,3 ,Right ,185,83 ,Normal,High,Low,2016-09-21,N\A,"3,475","3,653",7128,0.02,0.01,0.02,0.02,0.08,0.08,0.02,0.02,21-03-1992
Stambouli,550,76,FC Schalke 04,CDM,France,Bundesliga,2 ,4 ,Right ,180,82 ,Normal,High,Med,2016-09-21,N\A,"1,884","1,082",2966,0.1,0.1,0.15,0.13,0.04,0.04,0,0.01,13-08-1990
Ketkeophomphone,450,76,Angers SCO,ST,France,Ligue 1,2 ,4 ,Right ,180,71 ,Normal,Med,Med,2016-09-21,N\A,"2,620","1,227",3847,0.57,0.49,0.31,0.29,0.02,0.02,0,0,24-03-1990
Drmic,500,76,Bor. M'gladbach,ST,Switzerland,Bundesliga,3 ,4 ,Right ,181,80 ,Normal,Med,Med,2016-09-21,N\A,"1,522",746,2268,0.65,0.57,0.34,0.34,0.02,0.02,0,0,08-08-1992
Murillo,450,76,Pachuca,CB,Colombia,LIGA Bancomer MX,2 ,4 ,Left ,183,79 ,Normal,High,Med,2016-09-21,N\A,"2,964","2,937",5901,0.02,0.02,0.02,0.01,0.08,0.07,0.01,0.02,18-04-1988
Sergio León,450,76,CA Osasuna,ST,Spain,LaLiga Santander ,3 ,4 ,Right ,178,73 ,Normal,Med,Med,2016-09-21,N\A,"1,552",734,2286,0.59,0.54,0.32,0.34,0.01,0.02,0,0,06-01-1989
Adriano,700,76,FC Seoul,ST,Brazil,K LEAGUE Classic,4 ,3 ,Right ,170,64 ,Normal,Low,Med,2016-09-21,N\A,"10,246","7,959",18205,0.51,0.5,0.28,0.26,0.02,0.02,0,0,28-09-1987
Muriel,700,76,Sampdoria,ST,Colombia,Calcio A,4 ,4 ,Right ,178,79 ,Normal,Low,High,2016-09-21,N\A,"63,756","34,559",98315,0.55,0.56,0.29,0.3,0.02,0.02,0,0,18-04-1991
Bauthéac,400,76,LOSC Lille,LM,France,Ligue 1,3 ,3 ,Left ,168,65 ,Normal,High,High,2016-09-21,N\A,"1,452",889,2341,0.12,0.1,0.16,0.18,0.02,0.02,0.01,0,24-08-1987
Guidetti,500,76,Celta Vigo,ST,Sweden,LaLiga Santander ,3 ,3 ,Right ,185,79 ,Normal,Med,High,2016-09-21,N\A,"1,192",324,1516,0.51,0.47,0.28,0.26,0.02,0,0,0,15-04-1992
Emenike,700,76,Fenerbahçe SK,ST,Nigeria,Süper Lig,3 ,4 ,Right ,182,90 ,Normal,Low,High,2016-09-21,N\A,"8,164","3,201",11365,0.54,0.52,0.28,0.28,0.02,0.01,0,0,10-05-1987
Jørgensen,600,76,Feyenoord,ST,Denmark,Eredivisie,3 ,3 ,Right ,190,86 ,Normal,Med,High,2016-09-21,N\A,"4,163",869,5032,0.65,0.63,0.31,0.33,0.03,0.02,0,0,15-01-1991
Pedro Obiang,1800,76,West Ham,CDM,Spain,Premier League,2 ,3 ,Right ,185,75 ,Normal,Med,Med,2016-09-21,N\A,"5,652","4,437",10089,0.1,0.07,0.14,0.13,0.05,0.06,0.01,0,27-03-1992
Vanaken,400,76,Club Brugge,CAM,Belgium,Pro League,3 ,5 ,Right ,194,80 ,Normal,High,High,2016-09-21,N\A,538,502,1040,0.25,0.12,0.23,0.08,0.04,0.02,0,0,24-08-1992
Uth,400,76,1899 Hoffenheim,ST,Germany,Bundesliga,3 ,3 ,Left ,185,70 ,Normal,High,Med,2016-09-21,N\A,"2,890","1,122",4012,0.52,0.56,0.28,0.36,0.02,0.02,0,0,24-08-1991
Rupp,800,76,1899 Hoffenheim,RM,Germany,Bundesliga,3 ,3 ,Right ,178,73 ,Normal,Med,High,2016-09-21,N\A,"1,284",878,2162,0.1,0.17,0.15,0.17,0.04,0.04,0.01,0,08-01-1991
Fedetskyi,1500,76,Darmstadt,RB,Ukraine,Bundesliga,2 ,3 ,Right ,183,76 ,Normal,High,High,2016-09-21,N\A,"5,286","2,679",7965,0.02,0.02,0.04,0.03,0.05,0.04,0.01,0,26-04-1985
Bešic,600,76,Everton,CDM,Bosnia Herzegovina,Premier League,2 ,3 ,Right ,177,78 ,Normal,High,Med,2016-09-21,N\A,"5,430","5,361",10791,0.08,0.08,0.13,0.14,0.05,0.04,0.01,0,10-09-1992
Marafona,450,76,SC Braga,GK,Portugal,LIGA NOS,1 ,2 ,Right ,190,86 ,Normal,Med,Med,2016-09-21,N\A,733,258,991,0.01,0,0,0,0,0,0,0,08-05-1987
Stancu,1900,76,Gençlerbirliği,ST,Romania,Süper Lig,3 ,4 ,Left ,183,75 ,Normal,Low,High,2016-09-21,N\A,"1,226",359,1585,0.53,0.47,0.29,0.24,0.03,0.02,0,0,28-06-1987
André Martins,400,76,Olympiakos CFP,CAM,Portugal,Hellas Liga,3 ,3 ,Right ,169,62 ,Normal,Med,Med,2016-09-21,N\A,"1,175",203,1378,0.3,0.27,0.2,0.3,0.03,0.05,0,0.01,21-01-1990
Rafael Martins,5600,76,Levante UD,ST,Brazil,Liga Adelante,3 ,3 ,Right ,177,73 ,Normal,Med,Med,2016-09-21,N\A,"1,305",585,1890,0.46,0.43,0.27,0.22,0.01,0.01,0,0,17-03-1989
Ismaily,550,76,FC Shakhtar,LB,Brazil,Ukrayina Liha,2 ,2 ,Left ,177,78 ,Normal,Med,Med,2016-09-21,N\A,"2,585","1,123",3708,0.02,0.02,0.05,0.04,0.03,0.04,0,0.01,11-01-1990
Kondogbia,950,76,Inter,CM,France,Calcio A,3 ,2 ,Left ,188,76 ,Normal,Med,Med,2016-09-21,N\A,"71,058","39,992",111050,0.1,0.09,0.14,0.14,0.04,0.04,0,0,15-02-1993
Veretout,500,76,Saint-Etienne,CM,France,Ligue 1,3 ,3 ,Right ,176,66 ,Normal,Med,Med,2016-09-21,N\A,"2,402","1,549",3951,0.14,0.13,0.17,0.17,0.04,0.03,0,0,01-03-1993
Eysseric,550,76,OGC Nice,CAM,France,Ligue 1,3 ,3 ,Right ,181,73 ,Normal,Low,Med,2016-09-21,N\A,"2,123","1,111",3234,0.22,0.29,0.26,0.3,0.03,0.02,0,0,25-03-1992
Brady,1900,76,Norwich City,LM,Republic of Ireland,EFL Championship,3 ,4 ,Left ,175,69 ,Normal,Med,High,2016-09-21,N\A,"3,401","3,171",6572,0.11,0.11,0.14,0.15,0.04,0.03,0.01,0,14-01-1992
Piccini,550,76,Real Betis,RB,Italy,LaLiga Santander ,2 ,2 ,Right ,183,77 ,Normal,Med,High,2016-09-21,N\A,"1,906",951,2857,0.02,0.02,0.04,0.03,0.05,0.04,0.01,0.01,26-09-1992
Schmid,2100,76,FC Augsburg,LM,France,Bundesliga,3 ,3 ,Right ,179,79 ,Normal,High,Med,2016-09-21,N\A,"1,734",522,2256,0.11,0.14,0.17,0.17,0.03,0.02,0,0,22-06-1990
Naldo,450,76,FC Krasnodar,CB,Brazil,Russian League,2 ,3 ,Right ,188,84 ,Normal,Med,Med,2016-09-21,N\A,601,402,1003,0.02,0.01,0.01,0.02,0.08,0.1,0.02,0.02,25-08-1988
Gouweleeuw,450,76,FC Augsburg,CB,Netherlands,Bundesliga,2 ,3 ,Right ,187,75 ,Normal,Med,High,2016-09-21,N\A,"2,788","1,121",3909,0.02,0.02,0.02,0.03,0.09,0.07,0.01,0.01,10-07-1991
Danilo Avelar,2500,76,Torino,LB,Brazil,Calcio A,2 ,3 ,Left ,185,79 ,Normal,Med,High,2016-09-21,N\A,"4,498","2,318",6816,0.04,0.03,0.05,0.05,0.05,0.05,0.01,0.01,09-06-1989
Castillo,700,76,Trabzonspor,LM,Colombia,Süper Lig,4 ,4 ,Right ,173,68 ,Normal,Low,High,2016-09-21,N\A,"7,491","3,435",10926,0.16,0.14,0.17,0.15,0.02,0.03,0,0,17-06-1992
Mora,400,76,River Plate,ST,Uruguay,Primera División,4 ,4 ,Right ,170,74 ,Normal,Med,Med,2016-09-21,N\A,"1,560",533,2093,0.47,0.52,0.27,0.33,0.02,0.01,0,0,29-10-1987
Knoche,450,76,VfL Wolfsburg,CB,Germany,Bundesliga,2 ,4 ,Right ,190,77 ,Normal,Med,Med,2016-09-21,N\A,"2,373","1,226",3599,0.02,0.02,0.02,0.02,0.07,0.08,0.02,0.01,22-05-1992
Vilhena,550,76,Feyenoord,CM,Netherlands,Eredivisie,3 ,4 ,Left ,175,76 ,Normal,High,Med,2016-09-21,N\A,"6,803","2,915",9718,0.12,0.11,0.15,0.14,0.05,0.04,0,0,03-01-1995
Eric Botteghin,900,76,Feyenoord,CB,Brazil,Eredivisie,2 ,3 ,Right ,193,89 ,Normal,High,Low,2016-09-21,N\A,"4,590",806,5396,0.02,0.02,0.02,0.02,0.1,0.09,0.02,0.02,31-08-1987
Vergini,500,76,Boca Juniors,CB,Argentina,Primera División,2 ,3 ,Right ,191,83 ,Normal,High,Med,2016-09-21,N\A,"1,859",435,2294,0.01,0.01,0.02,0.01,0.09,0.08,0.02,0.02,03-08-1988
Vaclík,400,76,FC Basel,GK,Czech Republic,Raiffeisen SL,1 ,3 ,Right ,188,85 ,Normal,Med,Med,2016-09-21,N\A,"1,029",559,1588,0.01,0,0,0,0,0,0,0,29-03-1989
Frei,2900,76,Beşiktaş JK,LM,Turkey,Süper Lig,4 ,4 ,Right ,171,66 ,Normal,Med,High,2016-09-21,N\A,"20,457","5,285",25742,0.17,0.17,0.17,0.21,0.02,0.02,0,0,19-11-1993
David Simón,1600,76,UD Las Palmas,RB,Spain,LaLiga Santander ,2 ,3 ,Right ,175,68 ,Normal,Med,High,2016-09-21,N\A,"5,897","1,923",7820,0.02,0.02,0.04,0.04,0.04,0.06,0.01,0.01,31-12-1989
Korb,500,76,Bor. M'gladbach,RB,Germany,Bundesliga,2 ,3 ,Right ,177,69 ,Normal,Med,High,2016-09-21,N\A,"5,082","2,705",7787,0.01,0.01,0.04,0.04,0.04,0.04,0.01,0.01,21-03-1992
Locadia,450,76,PSV,ST,Netherlands,Eredivisie,2 ,4 ,Right ,187,78 ,Normal,Med,Med,2016-09-21,N\A,"1,466",864,2330,0.55,0.5,0.28,0.29,0.02,0.02,0,0,07-11-1993
Diogo Figueiras,400,76,Olympiakos CFP,RB,Portugal,Hellas Liga,2 ,3 ,Right ,168,64 ,Normal,Med,High,2016-09-21,N\A,"1,905",749,2654,0.02,0.01,0.04,0.04,0.04,0.03,0.01,0,01-07-1991
Melgarejo,400,76,Spartak Moskva,LM,Paraguay,Russian League,3 ,3 ,Left ,178,70 ,Normal,Med,High,2016-09-21,N\A,"1,051",254,1305,0.11,0.14,0.16,0.17,0.03,0.03,0,0,10-08-1990
Salvador Agra,700,76,CD Nacional,RW,Portugal,LIGA NOS,4 ,3 ,Right ,166,71 ,Normal,Low,High,2016-09-21,N\A,"2,175","1,595",3770,0.23,0.25,0.22,0.2,0.02,0.01,0,0,11-11-1991
Piris,400,76,Monterrey,RB,Paraguay,LIGA Bancomer MX,2 ,3 ,Right ,174,68 ,Normal,Med,Med,2016-09-21,N\A,"1,220","1,052",2272,0.01,0.01,0.03,0.04,0.05,0.04,0.01,0.01,10-03-1989
Qazaishvili,400,76,Legia Warszawa,CAM,Georgia,Ekstraklasa,4 ,5 ,Right ,180,78 ,Normal,Low,Med,2016-09-21,N\A,"1,553",621,2174,0.35,0.35,0.21,0.3,0.02,0.03,0,0,29-01-1993
Rúben Ferreira,400,76,Vit. Guimarães,LB,Portugal,LIGA NOS,2 ,3 ,Left ,183,67 ,Normal,Med,Med,2016-09-21,N\A,"1,083",452,1535,0.02,0.01,0.03,0.04,0.04,0.03,0.01,0,17-02-1990
Ward-Prowse,950,76,Southampton,CM,England,Premier League,3 ,3 ,Right ,173,66 ,Normal,Med,Med,2016-09-21,N\A,"10,625","7,895",18520,0.12,0.12,0.19,0.17,0.04,0.04,0,0,01-11-1994
Atsu,700,76,Newcastle Utd,LW,Ghana,EFL Championship,3 ,3 ,Left ,172,68 ,Normal,Med,High,2016-09-21,N\A,"5,595","4,816",10411,0.16,0.19,0.18,0.18,0.02,0.02,0,0,10-01-1992
De Sciglio,900,76,Milan,LB,Italy,Calcio A,2 ,4 ,Right ,183,74 ,Normal,Med,High,2016-09-21,N\A,"23,657","14,831",38488,0.01,0.01,0.04,0.04,0.05,0.05,0.01,0.01,20-10-1992
João Pereira,1500,76,Sporting CP,RB,Portugal,LIGA NOS,3 ,3 ,Right ,172,66 ,Normal,Med,High,2016-09-21,N\A,"3,699",802,4501,0.02,0.01,0.04,0.05,0.04,0.06,0.01,0.01,25-02-1984
Weiser,400,76,Hertha BSC,RB,Germany,Bundesliga,4 ,4 ,Right ,176,67 ,Normal,Med,High,2016-09-21,N\A,"37,729","14,122",51851,0.02,0.02,0.04,0.05,0.05,0.04,0.01,0.01,21-04-1994
